idx,time_imp,imp_count,hist_count,best_model
37331,13,22,41,1
37332,5,20,26,3
37333,13,39,5,2
37334,6,11,45,1
37335,14,7,6,2
37336,18,46,69,2
37337,16,67,25,2
37338,7,152,32,1
37339,12,35,70,1
37340,18,25,39,2
37341,11,74,78,3
37342,11,64,17,2
37343,7,12,11,1
37344,6,48,51,1
37345,11,35,8,2
37346,12,83,11,3
37347,15,7,212,1
37348,5,93,79,2
37349,15,4,3,3
37350,6,27,12,1
37351,7,48,22,1
37352,13,7,20,2
37353,9,22,25,3
37354,8,21,95,2
37355,15,32,33,2
37356,3,99,26,2
37357,23,5,40,2
37358,7,22,109,1
37359,8,17,18,2
37360,15,2,16,2
37361,11,31,65,1
37362,6,7,61,2
37363,6,54,9,2
37364,16,8,10,2
37365,14,6,11,3
37366,5,50,13,1
37367,6,26,16,2
37368,7,104,37,3
37369,9,84,99,1
37370,16,7,20,1
37371,14,5,9,1
37372,14,132,112,1
37373,9,20,21,2
37374,6,31,85,2
37375,13,148,62,2
37376,6,71,43,2
37377,4,5,7,1
37378,15,15,3,3
37379,9,7,7,1
37380,15,2,8,2
37381,17,67,1,3
37382,8,3,90,2
37383,8,11,15,2
37384,13,10,24,1
37385,9,15,9,1
37386,5,10,21,1
37387,13,73,14,2
37388,20,2,5,3
37389,8,90,41,1
37390,12,24,2,3
37391,13,63,12,1
37392,5,45,4,1
37393,16,7,8,2
37394,14,2,1,3
37395,7,3,11,3
37396,5,19,4,1
37397,7,26,24,3
37398,9,41,15,2
37399,7,28,5,2
37400,6,11,8,1
37401,7,50,4,1
37402,5,128,13,1
37403,16,5,7,3
37404,8,20,40,1
37405,19,23,21,1
37406,12,20,100,2
37407,8,10,22,1
37408,12,19,86,1
37409,11,11,17,3
37410,4,2,4,2
37411,17,34,15,3
37412,12,65,14,3
37413,12,149,110,1
37414,11,84,0,1
37415,3,48,32,2
37416,3,115,253,2
37417,8,35,16,1
37418,12,95,46,1
37419,8,40,118,2
37420,9,17,42,3
37421,5,167,19,1
37422,12,4,128,3
37423,9,31,0,1
37424,14,27,27,2
37425,14,2,23,3
37426,21,7,6,3
37427,14,3,32,3
37428,15,37,25,2
37429,5,52,20,3
37430,4,25,11,2
37431,8,30,92,3
37432,4,5,2,1
37433,16,9,81,2
37434,16,12,10,1
37435,17,85,38,3
37436,6,20,6,2
37437,13,5,69,2
37438,12,81,109,1
37439,15,21,21,1
37440,11,68,6,1
37441,12,27,61,1
37442,10,193,59,2
37443,8,23,49,2
37444,9,22,129,3
37445,12,178,6,2
37446,8,85,20,1
37447,12,30,99,1
37448,8,46,35,3
37449,7,81,55,1
37450,9,60,162,2
37451,9,5,26,1
37452,16,20,40,2
37453,8,63,1,3
37454,7,7,16,2
37455,14,12,5,1
37456,8,17,8,2
37457,8,7,221,3
37458,12,2,20,3
37459,9,20,105,2
37460,6,17,28,2
37461,11,132,39,3
37462,13,41,11,1
37463,8,93,3,1
37464,11,16,18,3
37465,9,23,35,2
37466,4,10,30,3
37467,10,4,13,2
37468,11,6,6,2
37469,9,82,0,3
37470,14,50,21,1
37471,5,46,127,2
37472,16,17,0,1
37473,9,27,13,2
37474,10,42,33,1
37475,4,22,15,2
37476,5,10,26,2
37477,7,114,16,1
37478,4,4,10,2
37479,13,20,6,1
37480,11,49,11,2
37481,18,32,24,1
37482,17,21,0,2
37483,14,26,6,2
37484,15,37,3,2
37485,10,2,31,3
37486,7,30,14,2
37487,15,56,0,1
37488,13,17,4,1
37489,16,11,99,2
37490,3,45,16,2
37491,8,17,10,2
37492,9,17,55,3
37493,8,28,16,2
37494,12,28,8,2
37495,10,82,22,1
37496,16,26,29,2
37497,12,130,21,2
37498,3,31,29,3
37499,11,18,43,1
37500,21,49,22,3
37501,9,6,21,2
37502,5,182,24,2
37503,10,17,13,1
37504,2,7,16,1
37505,9,101,16,2
37506,15,32,69,2
37507,10,58,40,2
37508,7,50,8,1
37509,4,10,21,2
37510,13,11,68,2
37511,11,8,17,2
37512,13,12,7,1
37513,13,25,49,2
37514,9,118,37,1
37515,5,12,6,1
37516,10,48,107,2
37517,13,92,21,1
37518,13,12,16,2
37519,9,28,10,3
37520,9,16,12,2
37521,11,14,16,1
37522,8,7,20,2
37523,21,56,20,2
37524,8,18,63,3
37525,7,70,31,1
37526,6,46,112,1
37527,13,77,69,1
37528,9,2,3,3
37529,11,86,77,2
37530,13,26,5,2
37531,7,17,22,2
37532,15,28,35,2
37533,11,53,24,3
37534,10,49,3,2
37535,9,40,36,2
37536,9,15,45,1
37537,21,96,36,2
37538,7,2,41,2
37539,7,32,104,1
37540,11,63,22,1
37541,10,53,35,1
37542,1,10,8,3
37543,10,17,12,2
37544,9,68,1,2
37545,11,40,90,2
37546,12,28,8,3
37547,10,17,2,2
37548,11,7,4,2
37549,17,100,252,1
37550,11,13,6,1
37551,9,19,2,2
37552,9,22,10,2
37553,8,31,9,1
37554,8,2,15,3
37555,9,12,5,1
37556,16,2,24,3
37557,22,2,38,1
37558,7,31,6,2
37559,6,35,6,1
37560,7,4,60,2
37561,9,27,78,2
37562,7,22,18,2
37563,16,76,28,2
37564,4,154,73,2
37565,6,12,21,1
37566,10,76,70,2
37567,12,102,41,1
37568,12,19,10,1
37569,9,35,7,2
37570,14,12,24,1
37571,11,24,57,3
37572,11,17,105,3
37573,6,22,52,2
37574,13,14,4,1
37575,10,54,19,2
37576,11,42,53,2
37577,7,48,7,3
37578,7,42,0,3
37579,10,22,26,3
37580,12,19,27,3
37581,9,7,36,3
37582,11,19,12,2
37583,8,7,9,3
37584,12,22,24,3
37585,11,97,80,3
37586,19,5,5,3
37587,10,22,96,3
37588,8,41,124,3
37589,10,111,7,1
37590,8,142,57,2
37591,10,11,5,2
37592,19,14,27,2
37593,13,86,146,2
37594,7,2,37,3
37595,13,26,51,2
37596,11,18,73,3
37597,12,93,14,1
37598,6,65,1,3
37599,12,55,14,2
37600,7,7,6,1
37601,8,124,7,1
37602,2,28,0,2
37603,9,5,21,1
37604,12,17,10,1
37605,9,32,15,2
37606,13,10,8,1
37607,9,4,6,1
37608,12,7,68,2
37609,8,2,4,3
37610,7,38,7,3
37611,10,99,22,3
37612,6,79,29,2
37613,9,2,0,2
37614,13,15,7,2
37615,17,127,9,3
37616,7,7,21,3
37617,6,55,54,1
37618,12,50,52,2
37619,10,159,44,2
37620,12,94,4,1
37621,7,9,36,2
37622,9,2,5,3
37623,8,39,6,1
37624,11,21,2,3
37625,7,14,36,1
37626,16,28,15,3
37627,8,117,6,1
37628,9,30,8,2
37629,1,5,4,2
37630,15,15,13,2
37631,8,2,3,3
37632,7,17,41,2
37633,14,98,52,3
37634,5,13,78,3
37635,15,47,9,1
37636,14,19,1,2
37637,4,53,52,2
37638,8,55,10,1
37639,5,17,21,1
37640,4,20,59,3
37641,12,14,13,1
37642,6,7,25,1
37643,10,141,10,1
37644,11,7,0,3
37645,13,104,13,3
37646,12,5,74,2
37647,8,104,17,1
37648,8,4,7,2
37649,6,2,4,2
37650,10,12,26,1
37651,6,2,21,2
37652,3,30,49,2
37653,4,81,23,1
37654,14,35,45,2
37655,12,32,15,2
37656,17,7,11,3
37657,4,17,26,1
37658,12,9,55,2
37659,11,182,38,3
37660,16,35,8,1
37661,9,56,15,2
37662,11,15,12,1
37663,4,21,24,2
37664,12,10,8,3
37665,7,7,3,1
37666,8,50,23,3
37667,4,17,6,1
37668,16,4,24,2
37669,18,7,7,3
37670,8,125,4,2
37671,6,32,13,2
37672,5,7,19,3
37673,11,17,18,2
37674,9,78,41,3
37675,6,7,2,1
37676,4,12,4,1
37677,13,19,6,2
37678,7,5,3,1
37679,11,11,12,2
37680,9,99,13,1
37681,13,22,11,1
37682,9,22,14,2
37683,13,12,39,1
37684,7,129,39,1
37685,10,9,19,1
37686,15,127,105,2
37687,13,54,18,2
37688,9,19,14,2
37689,12,48,13,1
37690,10,6,2,3
37691,9,22,11,1
37692,7,41,9,2
37693,6,35,24,2
37694,12,134,84,2
37695,14,12,45,3
37696,12,11,7,3
37697,11,17,27,3
37698,9,68,17,2
37699,4,23,6,1
37700,12,3,25,2
37701,13,38,21,3
37702,13,34,35,3
37703,15,2,96,3
37704,12,13,97,1
37705,12,25,5,3
37706,4,11,24,2
37707,9,169,56,1
37708,1,42,75,2
37709,11,12,28,2
37710,9,86,38,1
37711,8,9,21,3
37712,5,14,4,3
37713,6,73,65,2
37714,7,28,14,2
37715,6,15,69,1
37716,15,31,44,2
37717,12,42,47,3
37718,11,99,6,2
37719,17,4,21,3
37720,13,17,4,2
37721,10,6,50,1
37722,17,5,33,2
37723,12,20,65,3
37724,22,49,6,1
37725,7,16,3,1
37726,10,43,0,1
37727,12,13,86,2
37728,14,13,13,3
37729,6,31,74,1
37730,17,7,25,3
37731,12,110,10,1
37732,7,51,14,1
37733,13,14,0,1
37734,6,17,81,2
37735,14,30,29,3
37736,11,12,27,2
37737,10,8,34,3
37738,10,8,15,1
37739,8,20,4,2
37740,6,17,4,2
37741,15,17,26,2
37742,8,27,8,3
37743,7,54,9,1
37744,11,42,12,3
37745,12,4,3,3
37746,13,211,22,1
37747,7,48,43,3
37748,14,28,47,2
37749,5,22,10,1
37750,4,16,36,2
37751,12,44,49,2
37752,8,2,136,3
37753,9,10,13,2
37754,12,28,22,2
37755,9,47,47,2
37756,2,28,34,2
37757,11,70,8,1
37758,8,102,10,3
37759,11,19,32,1
37760,7,91,1,1
37761,9,40,10,2
37762,4,21,23,1
37763,11,61,12,3
37764,14,17,26,1
37765,9,2,34,3
37766,9,2,17,3
37767,5,9,7,3
37768,15,24,53,2
37769,15,7,5,2
37770,6,17,19,2
37771,8,140,55,3
37772,14,45,54,1
37773,8,25,52,1
37774,13,39,92,2
37775,10,42,12,1
37776,9,31,34,1
37777,3,38,0,3
37778,6,20,9,1
37779,10,40,129,2
37780,12,30,51,2
37781,8,7,0,1
37782,5,84,10,1
37783,5,2,1,2
37784,12,47,16,2
37785,6,20,7,2
37786,10,2,7,2
37787,17,39,63,1
37788,11,10,30,2
37789,4,19,38,1
37790,15,36,10,3
37791,9,13,6,1
37792,3,2,36,2
37793,12,53,27,3
37794,12,57,4,3
37795,11,53,114,2
37796,18,2,9,2
37797,13,32,10,1
37798,7,22,21,1
37799,20,115,19,3
37800,14,15,21,1
37801,12,83,29,2
37802,7,55,44,2
37803,6,5,18,3
37804,10,65,7,1
37805,11,46,10,3
37806,8,19,7,2
37807,6,14,13,1
37808,5,39,13,3
37809,14,14,24,1
37810,4,7,8,1
37811,6,10,0,1
37812,12,14,5,2
37813,15,37,9,1
37814,14,7,18,3
37815,10,9,19,2
37816,4,6,73,1
37817,4,13,7,1
37818,9,16,29,3
37819,7,10,11,3
37820,14,144,18,2
37821,19,64,28,1
37822,5,7,35,3
37823,7,187,16,1
37824,11,153,1,3
37825,11,11,72,2
37826,9,19,6,1
37827,11,19,20,2
37828,9,19,95,1
37829,8,12,48,1
37830,11,20,12,3
37831,7,48,7,3
37832,3,42,124,2
37833,9,21,15,1
37834,8,126,9,2
37835,6,78,6,1
37836,10,2,45,2
37837,13,33,0,3
37838,14,60,199,1
37839,10,84,15,1
37840,3,101,36,1
37841,16,2,3,2
37842,8,58,12,1
37843,15,26,63,1
37844,4,10,8,2
37845,10,17,122,2
37846,4,10,8,1
37847,6,2,4,2
37848,4,114,7,3
37849,10,4,20,2
37850,6,22,3,3
37851,18,6,0,2
37852,5,10,5,2
37853,14,58,64,1
37854,16,72,28,1
37855,12,13,11,3
37856,7,13,41,2
37857,8,7,6,3
37858,12,2,7,2
37859,6,34,25,2
37860,12,64,98,3
37861,11,11,4,1
37862,12,276,73,2
37863,7,7,24,3
37864,6,23,5,2
37865,7,12,10,1
37866,4,37,5,1
37867,8,103,72,3
37868,8,7,8,1
37869,14,10,32,2
37870,11,29,189,3
37871,10,5,11,3
37872,6,22,4,2
37873,7,22,1,2
37874,11,129,43,2
37875,14,11,8,1
37876,8,19,33,2
37877,13,99,7,2
37878,10,38,4,3
37879,11,4,9,3
37880,3,75,50,2
37881,12,12,19,1
37882,12,8,17,2
37883,6,26,33,3
37884,11,7,129,1
37885,11,15,0,1
37886,7,12,18,3
37887,12,3,14,2
37888,8,9,13,2
37889,6,10,52,1
37890,12,32,18,1
37891,18,5,3,2
37892,9,9,4,3
37893,7,4,4,2
37894,1,54,7,1
37895,4,85,13,3
37896,9,97,4,1
37897,15,17,7,2
37898,10,14,0,1
37899,14,27,4,2
37900,8,60,27,2
37901,13,37,62,1
37902,15,21,7,3
37903,10,32,21,3
37904,9,23,7,1
37905,17,20,33,3
37906,11,32,4,3
37907,13,3,82,2
37908,5,23,10,2
37909,11,10,2,2
37910,11,4,64,2
37911,12,2,23,3
37912,4,52,209,3
37913,3,13,1,1
37914,8,53,4,1
37915,5,2,3,3
37916,10,7,106,2
37917,8,11,5,3
37918,12,12,59,1
37919,8,7,58,1
37920,11,6,13,1
37921,6,7,21,3
37922,14,63,15,2
37923,6,35,6,2
37924,13,99,34,1
37925,14,26,12,1
37926,10,114,30,2
37927,10,22,1,3
37928,14,29,6,3
37929,11,7,4,2
37930,9,12,17,3
37931,10,75,36,1
37932,11,21,62,3
37933,11,7,20,2
37934,9,51,7,2
37935,10,10,28,2
37936,9,41,7,1
37937,8,73,157,1
37938,11,43,11,2
37939,8,7,5,1
37940,13,13,21,1
37941,10,55,43,3
37942,4,7,5,1
37943,7,72,16,1
37944,12,69,13,3
37945,8,45,27,2
37946,13,22,8,2
37947,11,2,15,3
37948,2,23,339,2
37949,7,7,6,3
37950,13,28,181,1
37951,15,19,90,2
37952,21,6,42,1
37953,9,84,18,2
37954,15,51,72,2
37955,9,17,17,2
37956,9,37,42,1
37957,9,24,4,3
37958,14,283,103,1
37959,7,3,6,2
37960,13,26,37,1
37961,13,32,6,2
37962,15,4,26,3
37963,15,15,13,1
37964,11,15,14,3
37965,14,11,80,2
37966,11,2,6,3
37967,4,7,28,1
37968,11,41,76,3
37969,15,47,8,2
37970,13,101,3,2
37971,12,7,0,1
37972,9,50,97,1
37973,5,11,24,2
37974,10,108,16,1
37975,10,72,8,3
37976,12,31,53,2
37977,10,28,2,3
37978,7,4,61,3
37979,8,62,14,1
37980,8,7,35,2
37981,6,2,14,2
37982,16,55,4,3
37983,10,32,34,3
37984,12,7,111,1
37985,13,14,5,2
37986,11,14,68,3
37987,12,128,18,1
37988,19,37,3,2
37989,12,22,7,3
37990,16,2,13,2
37991,12,10,5,1
37992,21,7,11,2
37993,3,72,149,2
37994,11,66,61,3
37995,11,11,13,3
37996,10,14,15,2
37997,13,24,26,3
37998,9,17,7,2
37999,8,17,19,2
38000,14,108,177,1
38001,15,26,0,1
38002,13,174,38,2
38003,18,20,33,2
38004,14,2,4,3
38005,7,14,6,2
38006,8,4,6,2
38007,7,12,0,3
38008,11,49,14,1
38009,13,17,15,2
38010,8,11,71,3
38011,10,43,0,1
38012,13,32,12,1
38013,5,2,180,3
38014,10,19,30,3
38015,11,12,58,2
38016,10,10,30,1
38017,11,35,12,3
38018,16,13,3,3
38019,13,53,26,3
38020,10,11,16,3
38021,15,23,10,2
38022,8,6,22,3
38023,8,104,23,2
38024,11,13,8,1
38025,22,12,0,1
38026,10,8,27,2
38027,12,12,11,1
38028,7,14,39,2
38029,10,23,16,1
38030,14,136,43,2
38031,14,43,30,1
38032,12,28,2,2
38033,4,27,6,1
38034,9,71,121,1
38035,20,49,70,3
38036,12,4,10,3
38037,6,5,3,2
38038,19,25,0,1
38039,9,19,9,2
38040,7,56,247,1
38041,15,7,33,1
38042,9,10,139,3
38043,7,2,9,3
38044,10,26,33,2
38045,16,38,18,3
38046,10,160,44,2
38047,14,4,5,2
38048,13,15,5,3
38049,5,28,3,3
38050,10,11,28,2
38051,13,11,6,1
38052,8,9,225,2
38053,5,28,53,1
38054,5,2,4,2
38055,11,5,15,3
38056,10,14,2,3
38057,11,27,6,2
38058,20,6,3,2
38059,14,176,50,3
38060,16,65,112,2
38061,4,127,23,2
38062,14,8,188,2
38063,11,43,20,3
38064,12,17,4,3
38065,14,9,33,3
38066,8,22,17,3
38067,6,26,2,1
38068,15,7,20,2
38069,14,24,30,1
38070,7,134,17,1
38071,16,2,7,2
38072,17,83,4,1
38073,9,13,53,1
38074,16,73,18,1
38075,10,98,33,2
38076,18,116,12,1
38077,6,10,2,1
38078,1,18,60,2
38079,14,18,30,2
38080,13,34,14,2
38081,10,21,0,1
38082,9,13,22,2
38083,11,2,25,2
38084,12,12,14,3
38085,12,55,41,1
38086,12,7,9,2
38087,6,4,56,2
38088,15,5,5,3
38089,7,65,85,2
38090,5,33,34,3
38091,9,10,30,2
38092,7,131,14,2
38093,12,5,0,3
38094,8,2,0,2
38095,6,26,10,1
38096,9,22,15,3
38097,5,90,47,2
38098,12,30,6,1
38099,7,28,10,3
38100,14,12,0,1
38101,5,88,49,1
38102,7,6,4,2
38103,5,2,9,2
38104,6,19,5,2
38105,7,128,42,2
38106,13,45,31,2
38107,8,49,39,3
38108,7,5,18,2
38109,17,49,5,2
38110,15,44,6,1
38111,11,42,16,1
38112,5,135,21,3
38113,13,80,3,1
38114,11,41,54,1
38115,11,56,113,3
38116,8,41,1,2
38117,14,58,8,3
38118,10,2,32,3
38119,5,20,26,1
38120,8,23,98,2
38121,13,81,68,1
38122,10,4,55,3
38123,12,13,44,3
38124,5,14,105,2
38125,8,26,20,2
38126,8,17,3,1
38127,6,61,8,3
38128,9,24,59,1
38129,10,102,9,2
38130,10,17,18,2
38131,12,2,0,3
38132,14,126,19,1
38133,13,61,2,3
38134,5,143,29,2
38135,9,2,9,3
38136,9,10,64,1
38137,14,10,9,3
38138,16,9,26,2
38139,4,35,51,1
38140,11,51,50,2
38141,13,128,11,3
38142,5,2,15,3
38143,10,13,37,1
38144,7,44,62,2
38145,4,2,35,2
38146,11,9,41,1
38147,7,22,29,1
38148,8,81,27,2
38149,22,130,41,1
38150,8,8,75,1
38151,14,23,4,3
38152,9,22,102,2
38153,11,26,86,1
38154,10,219,21,1
38155,7,18,11,2
38156,9,57,33,2
38157,10,14,3,1
38158,10,14,33,2
38159,10,145,157,3
38160,6,12,5,1
38161,7,30,5,3
38162,5,111,102,1
38163,10,105,67,1
38164,14,14,5,3
38165,12,9,45,3
38166,12,52,6,2
38167,7,12,39,1
38168,14,38,4,2
38169,7,52,0,1
38170,8,39,47,1
38171,6,7,13,3
38172,12,20,7,1
38173,2,11,4,1
38174,12,26,28,2
38175,11,7,9,1
38176,11,17,4,3
38177,19,39,5,1
38178,10,17,4,1
38179,13,43,8,1
38180,7,35,13,1
38181,4,55,38,2
38182,8,4,45,3
38183,11,4,4,2
38184,5,54,6,3
38185,13,227,4,3
38186,6,22,72,2
38187,7,18,11,2
38188,8,66,49,2
38189,8,36,5,2
38190,6,12,7,2
38191,6,65,34,2
38192,17,66,74,2
38193,15,3,118,3
38194,5,7,4,1
38195,9,12,6,1
38196,9,56,0,3
38197,11,8,3,1
38198,8,17,72,2
38199,1,15,141,1
38200,6,33,61,1
38201,14,39,5,3
38202,5,11,102,2
38203,6,2,44,3
38204,10,5,10,2
38205,12,60,42,1
38206,16,7,12,3
38207,8,12,135,1
38208,12,9,72,2
38209,9,41,76,3
38210,16,3,69,3
38211,9,31,36,3
38212,8,32,43,2
38213,12,68,0,1
38214,8,6,4,3
38215,13,5,15,1
38216,13,20,101,2
38217,16,6,13,2
38218,14,62,20,2
38219,11,54,12,1
38220,6,135,2,2
38221,9,10,135,1
38222,11,64,35,1
38223,10,9,74,3
38224,7,32,2,2
38225,6,26,7,1
38226,13,16,6,3
38227,7,5,9,2
38228,7,11,33,1
38229,9,19,2,2
38230,14,46,5,2
38231,16,11,10,3
38232,3,18,46,1
38233,8,7,7,1
38234,6,16,6,1
38235,12,90,33,2
38236,13,49,5,2
38237,8,7,3,1
38238,7,5,2,3
38239,7,129,45,2
38240,14,44,14,1
38241,5,10,13,3
38242,18,20,9,1
38243,15,7,18,2
38244,12,26,12,2
38245,18,2,4,2
38246,12,2,5,3
38247,21,23,19,2
38248,5,25,30,2
38249,13,31,7,1
38250,9,106,21,2
38251,13,23,25,2
38252,12,17,9,3
38253,7,22,37,1
38254,8,98,11,2
38255,11,2,35,3
38256,17,5,1,3
38257,3,4,26,3
38258,9,5,25,3
38259,15,3,103,3
38260,8,39,4,1
38261,15,19,43,1
38262,9,32,6,1
38263,12,77,70,1
38264,12,15,0,3
38265,12,5,27,2
38266,13,51,14,1
38267,12,7,12,2
38268,18,2,74,3
38269,8,28,7,2
38270,10,109,27,1
38271,5,2,0,2
38272,7,29,128,1
38273,5,11,10,1
38274,7,7,90,2
38275,7,14,49,3
38276,13,26,120,1
38277,15,35,30,3
38278,4,197,136,1
38279,14,40,32,2
38280,23,116,50,2
38281,10,12,3,1
38282,14,80,15,1
38283,5,15,18,3
38284,4,27,38,2
38285,15,50,69,1
38286,11,94,3,1
38287,17,110,7,3
38288,13,12,0,3
38289,6,12,8,1
38290,13,64,11,2
38291,11,22,24,2
38292,8,60,8,2
38293,17,31,4,3
38294,11,11,40,2
38295,9,49,19,1
38296,15,50,91,2
38297,8,2,6,2
38298,6,7,38,2
38299,13,81,3,1
38300,5,48,7,2
38301,10,14,39,3
38302,8,111,27,1
38303,12,2,6,2
38304,13,11,44,3
38305,5,26,25,1
38306,17,109,36,1
38307,4,4,6,2
38308,8,7,2,3
38309,10,29,63,3
38310,7,101,11,1
38311,14,5,36,2
38312,6,109,13,1
38313,12,26,4,2
38314,9,28,39,2
38315,11,14,12,2
38316,7,20,111,2
38317,11,10,0,3
38318,14,5,94,1
38319,5,17,126,3
38320,8,22,7,2
38321,4,37,20,1
38322,11,23,65,1
38323,5,92,57,3
38324,10,42,32,2
38325,9,5,61,1
38326,4,15,124,1
38327,16,45,7,2
38328,9,10,1,1
38329,8,22,11,1
38330,6,4,8,2
38331,6,89,4,1
38332,4,11,15,3
38333,10,10,8,2
38334,7,22,14,3
38335,6,7,10,3
38336,15,19,31,3
38337,9,2,7,3
38338,5,4,9,2
38339,8,20,126,1
38340,17,17,33,3
38341,7,98,12,2
38342,8,117,57,2
38343,14,125,9,2
38344,9,34,12,2
38345,5,10,3,2
38346,7,110,9,3
38347,16,56,16,1
38348,8,20,35,2
38349,14,138,5,3
38350,8,4,9,2
38351,9,5,9,3
38352,8,76,22,3
38353,7,62,50,1
38354,10,16,8,3
38355,13,15,8,3
38356,11,2,19,3
38357,7,7,96,1
38358,7,18,62,3
38359,12,17,11,3
38360,9,210,3,1
38361,13,17,26,2
38362,10,12,4,2
38363,15,198,21,1
38364,9,42,28,2
38365,13,6,18,3
38366,14,126,30,1
38367,11,36,42,2
38368,7,44,47,1
38369,12,14,1,2
38370,10,137,24,2
38371,13,25,31,3
38372,4,42,46,2
38373,15,54,125,1
38374,13,39,4,1
38375,18,47,50,1
38376,10,87,5,1
38377,13,12,14,1
38378,18,10,54,3
38379,11,17,16,3
38380,8,7,30,3
38381,12,37,12,2
38382,15,52,46,1
38383,15,10,71,1
38384,12,58,27,1
38385,15,20,26,2
38386,18,2,53,2
38387,13,11,25,1
38388,12,12,21,3
38389,16,10,2,3
38390,15,22,7,3
38391,5,19,12,2
38392,8,73,16,2
38393,8,66,5,2
38394,12,63,21,2
38395,9,56,76,3
38396,9,13,53,1
38397,8,14,29,1
38398,3,82,113,1
38399,6,14,15,1
38400,8,2,14,3
38401,13,51,20,3
38402,14,10,20,2
38403,14,2,11,3
38404,14,34,75,2
38405,6,7,9,2
38406,14,50,21,1
38407,8,35,6,1
38408,14,50,33,2
38409,17,4,33,3
38410,9,26,5,2
38411,5,23,13,2
38412,11,2,30,3
38413,6,10,20,3
38414,13,12,29,2
38415,10,10,22,2
38416,8,122,59,2
38417,7,7,5,1
38418,18,35,9,1
38419,11,7,3,1
38420,11,76,74,2
38421,6,125,5,2
38422,6,11,4,2
38423,14,18,20,1
38424,8,10,11,3
38425,2,38,17,3
38426,13,33,22,2
38427,10,5,1,1
38428,7,17,95,2
38429,3,4,39,2
38430,11,9,3,1
38431,6,17,7,3
38432,5,68,26,1
38433,6,10,8,2
38434,10,38,6,1
38435,11,12,16,1
38436,8,22,21,2
38437,8,88,25,2
38438,11,13,10,2
38439,11,11,13,1
38440,11,28,30,3
38441,10,60,17,2
38442,14,25,38,3
38443,10,25,14,2
38444,3,17,34,3
38445,8,13,69,3
38446,10,23,2,1
38447,8,95,12,1
38448,6,45,7,2
38449,9,10,5,1
38450,9,13,4,3
38451,6,13,78,1
38452,5,12,91,3
38453,12,28,0,2
38454,12,22,10,1
38455,16,103,6,3
38456,9,10,65,2
38457,14,76,3,1
38458,16,50,4,1
38459,6,41,13,2
38460,9,65,20,1
38461,9,44,29,1
38462,8,10,12,1
38463,6,278,27,2
38464,12,67,47,2
38465,11,36,1,1
38466,15,28,82,2
38467,13,4,1,3
38468,12,6,83,2
38469,10,11,0,2
38470,7,66,7,1
38471,10,14,33,1
38472,11,86,11,3
38473,17,127,5,3
38474,7,41,8,1
38475,11,7,5,3
38476,16,34,2,1
38477,7,11,26,1
38478,5,26,8,2
38479,5,12,23,2
38480,7,42,58,1
38481,7,9,0,2
38482,4,130,119,1
38483,21,58,4,2
38484,3,10,6,2
38485,5,15,44,2
38486,10,29,14,1
38487,6,9,44,3
38488,14,142,95,2
38489,10,15,11,2
38490,13,88,5,1
38491,12,17,63,1
38492,16,7,10,3
38493,11,25,5,2
38494,16,12,85,2
38495,13,19,4,2
38496,11,35,79,2
38497,11,22,7,1
38498,7,73,5,3
38499,8,6,27,2
38500,14,14,15,3
38501,10,2,10,3
38502,19,27,10,2
38503,10,17,10,2
38504,11,14,10,1
38505,8,2,4,3
38506,4,32,25,1
38507,5,16,134,2
38508,6,7,52,2
38509,7,38,51,2
38510,5,67,42,1
38511,13,106,21,3
38512,12,79,7,2
38513,9,2,10,3
38514,7,71,84,1
38515,20,53,1,2
38516,11,2,95,2
38517,7,7,23,1
38518,15,15,10,3
38519,4,4,5,1
38520,5,27,8,2
38521,9,20,47,3
38522,7,44,10,1
38523,9,21,33,3
38524,18,14,17,3
38525,5,82,22,2
38526,8,11,22,2
38527,9,10,88,2
38528,13,26,142,1
38529,20,40,70,2
38530,12,32,8,3
38531,12,11,61,1
38532,13,7,71,3
38533,17,93,8,2
38534,10,8,5,1
38535,12,34,49,2
38536,7,15,66,1
38537,7,37,77,2
38538,20,24,50,2
38539,11,8,34,2
38540,6,15,7,2
38541,6,127,52,1
38542,9,55,8,1
38543,10,7,57,1
38544,12,40,14,2
38545,2,66,14,2
38546,9,21,26,1
38547,8,88,0,1
38548,6,57,35,3
38549,9,19,5,2
38550,6,76,66,1
38551,12,94,8,2
38552,13,17,7,2
38553,0,42,10,3
38554,8,42,5,3
38555,4,21,75,2
38556,8,15,3,2
38557,6,10,2,3
38558,8,32,47,2
38559,14,89,36,2
38560,4,31,5,2
38561,13,82,11,2
38562,5,18,22,1
38563,12,78,50,1
38564,13,31,14,2
38565,7,21,42,1
38566,12,86,48,2
38567,8,6,15,3
38568,11,17,46,1
38569,13,7,27,2
38570,5,12,23,1
38571,10,20,13,2
38572,7,112,10,1
38573,9,98,21,1
38574,12,12,11,1
38575,7,22,333,1
38576,4,7,21,3
38577,14,63,21,2
38578,13,7,13,2
38579,8,92,21,3
38580,7,132,23,1
38581,14,2,14,3
38582,8,104,30,2
38583,6,31,0,1
38584,10,19,17,3
38585,11,13,58,2
38586,13,60,11,3
38587,8,10,78,2
38588,14,26,36,1
38589,6,40,33,3
38590,12,7,41,3
38591,11,96,34,3
38592,7,7,32,2
38593,4,4,9,2
38594,7,39,103,1
38595,10,124,23,2
38596,8,41,69,2
38597,6,8,26,2
38598,5,93,14,1
38599,11,66,69,1
38600,12,15,11,2
